Noise,True_V,Primary_V,Winner,Rg_meas,Yg100,Yg210,Ym210,V_all
-1888.0396800814256,0.1137666701137674,0.13646756130410084,Nearest_Fallback,8.393351767201068,659.1865349726569,-99.84073245902022,2104.4905421167064,[0.13646756130410084]
-1888.0396800814256,0.11709184627413487,0.02638446054771056,Unique_Solution,8.493287880009937,579.8876033283975,-402.05060973412225,4593.964269508669,[0.02638446054771056]
-1888.0396800814256,0.12046491917314069,,Nearest_Fallback,8.57896870083351,682.9223318391693,62.56346303770458,5019.924375317731,[nan]
-1888.0396800814256,0.12388588881078477,,Nearest_Fallback,8.67750898436185,680.098292426578,28.156122877138703,3261.6877098542395,[nan]
-1888.0396800814256,0.12735475518706738,,Nearest_Fallback,8.780519515036323,674.5706307390902,7.9541984764847875,4685.772155842238,[nan]
-1888.0396800814256,0.13087151830198818,0.2066307677936857,Consensus_Selection,8.866429832039826,649.5183472716092,-114.08965062043671,3385.4247576743032,"[0.2066307677936857, 0.08352483826489539]"
-1888.0396800814256,0.1344361781555474,,Nearest_Fallback,8.965499785594773,685.5369903501461,84.05106635224064,1759.7577951205778,[nan]
-1888.0396800814256,0.13804873474774498,,Nearest_Fallback,9.063427377041082,706.4427552056788,173.93279911345502,4489.931185915227,[nan]
-1888.0396800814256,0.1417091880785809,0.2277834239390508,Consensus_Selection,9.167394536650598,646.3602177152117,-123.430646625087,4174.921755342978,"[0.2277834239390508, 0.0767394133360005]"
-1888.0396800814256,0.1454175381480552,,Nearest_Fallback,9.266072306224137,710.2705307882594,173.6813723737924,2543.159795895968,[nan]
-1888.0396800814256,0.14917378495616782,,Nearest_Fallback,9.375471901008826,685.0718143309372,45.91669509191032,2621.385798311045,[nan]
-1888.0396800814256,0.1529779285029188,,Nearest_Fallback,9.479873041140712,706.9754141916859,123.0326802244144,15334.907157978978,[nan]
-1888.0396800814256,0.15682996878830807,0.262724512804438,Consensus_Selection,9.579248654892293,640.5885830452578,-134.02950813039354,3808.7905881414163,"[0.262724512804438, 0.06578319798198007]"
-1888.0396800814256,0.16072990581233576,0.25652389664350966,Consensus_Selection,9.686182088900308,642.1361304208956,-189.28167531878134,2740.2370935334793,"[0.25652389664350966, 0.0671982166826579]"
-1888.0396800814256,0.1646777395750018,0.28095721482777175,Consensus_Selection,9.800865340920032,637.6588738601179,-193.57091820880157,4022.786497333046,"[0.28095721482777175, 0.06233576767672066]"
